"","E","N","group","country","long","lat"
"6458",5836,1717,13,22,27.0366233401173,37.0018294986723
"6459",5836,1714,13,22,27.0300424121948,36.9753234117895
"6460",5835,1712,13,22,27.0147053303681,36.9596554668498
"6461",5680,1691,14,22,25.2689910492737,37.068294577097
"6462",5675,1681,14,22,25.1943380844933,36.9884174812202
"6463",5669,1681,14,22,25.1283578668815,36.9991364695525
"6464",5666,1684,14,22,25.1012032040793,37.0311450334321
"6465",5668,1693,14,22,25.1407974077292,37.1075684242522
"6466",5675,1699,14,22,25.2297000413509,37.1483497971264
"6467",5679,1698,14,22,25.2717962699302,37.1322764099048
"6468",5679,1692,14,22,25.2599557016328,37.0789771463916
"6469",5680,1691,14,22,25.2689910492737,37.068294577097
"6470",5706,1685,15,22,25.5429586296683,36.9678143969345
"6471",5699,1679,15,22,25.4541067827512,36.9273200511014
"6472",5692,1684,15,22,25.3871320427598,36.9844424355131
"6473",5688,1692,15,22,25.3590063058611,37.0627397578646
"6474",5699,1709,15,22,25.5140792831284,37.1936602207292
"6475",5703,1708,15,22,25.5561420685896,37.1774610944402
"6476",5706,1705,15,22,25.5831388270414,37.1453330834654
"6477",5708,1693,15,22,25.5809863174551,37.0351611634199
"6478",5706,1685,15,22,25.5429586296683,36.9678143969345
"6479",5613,1684,16,22,24.5173470017008,37.1236622543006
"6480",5610,1682,16,22,24.4805123308517,37.1109847680397
"6481",5604,1683,16,22,24.4162048839309,37.1301096410326
"6482",5605,1689,16,22,24.4384484881046,37.1818331479691
"6483",5608,1692,16,22,24.4771909611177,37.2034271656144
"6484",5612,1691,16,22,24.5194719473532,37.1876868746024
"6485",5613,1689,16,22,24.5267458104024,37.1681715814676
"6486",5613,1684,16,22,24.5173470017008,37.1236622543006
"6487",5601,1706,17,22,24.42610001182,37.3399860933714
"6488",5597,1702,17,22,24.3743600611284,37.3111702936404
"6489",5597,1710,17,22,24.3893337276678,37.3823923433665
"6490",5594,1713,17,22,24.3617329888285,37.414187108367
"6491",5596,1717,17,22,24.391391162673,37.4464018317883
"6492",5598,1720,17,22,24.4191971061285,37.4697045629389
"6493",5600,1718,17,22,24.437594775965,37.4484993919031
"6494",5604,1714,17,22,24.4743603207876,37.4060777274087
"6495",5601,1706,17,22,24.42610001182,37.3399860933714
"6496",5643,1731,18,22,24.9389187878163,37.4895967971805
"6497",5644,1720,18,22,24.9285604118462,37.3900725725682
"6498",5642,1719,18,22,24.9044935697267,37.3847027348537
"6499",5640,1721,18,22,24.8862479423094,37.4059948017163
"6500",5640,1725,18,22,24.8940140040956,37.4415501877811
"6501",5639,1732,18,22,24.8965516860657,37.5055239083255
"6502",5643,1731,18,22,24.9389187878163,37.4895967971805
"6503",5684,1731,19,22,25.3926778981076,37.4162524035451
"6504",5676,1729,19,22,25.3002150712631,37.4129775542282
"6505",5675,1737,19,22,25.3051220906223,37.4858040494178
"6506",5678,1740,19,22,25.3443401587472,37.5070104904233
"6507",5689,1738,19,22,25.4620662177895,37.4692761727241
"6508",5689,1735,19,22,25.4560151387038,37.4426558665513
"6509",5684,1731,19,22,25.3926778981076,37.4162524035451
"6510",5737,1754,20,22,26.0259638675264,37.5219930308641
"6511",5733,1753,20,22,25.979628042402,37.5206841551634
"6512",5733,1758,20,22,25.9900784161051,37.5649738023793
"6513",5739,1767,20,22,26.0754093161054,37.6333302110531
"6514",5750,1770,20,22,26.2035935538021,37.6389465536636
"6515",5759,1775,20,22,26.3139390212267,37.6659309014005
"6516",5762,1776,20,22,26.3493123400254,37.6689984303219
"6517",5758,1769,20,22,26.2900445188079,37.6147672047426
"6518",5751,1762,20,22,26.1976912091497,37.5662270001068
"6519",5737,1754,20,22,26.0259638675264,37.5219930308641
"6520",5668,1748,21,22,25.2495482655815,37.5960691929394
"6521",5666,1740,21,22,25.2114379339421,37.5286378902411
"6522",5660,1740,21,22,25.1449599863177,37.5393818831385
"6523",5650,1746,21,22,25.045940074781,37.6104824354162
"6524",5646,1749,21,22,25.0074610565942,37.644223552741
"6525",5644,1752,21,22,24.991159676521,37.6744128441248
"6526",5648,1753,21,22,25.0375503483767,37.6762070771953
"6527",5653,1750,21,22,25.0871286002402,37.6406751472797
"6528",5665,1751,21,22,25.2222652558195,37.6280944974671
"6529",5668,1748,21,22,25.2495482655815,37.5960691929394
"6530",5590,1730,22,22,24.3492629987607,37.5722890959951
"6531",5585,1724,22,22,24.2825307785863,37.527326404328
"6532",5583,1731,22,22,24.2734113749566,37.593014920161
"6533",5585,1740,22,22,24.3125044501534,37.669752252138
"6534",5590,1742,22,22,24.3718583081079,37.6790854736089
"6535",5593,1739,22,22,24.3995389454472,37.6472950009365
"6536",5590,1730,22,22,24.3492629987607,37.5722890959951
"6537",5800,1800,23,22,26.8227596941357,37.8067744565956
"6538",5811,1799,23,22,26.9424675953973,37.7760404102911
"6539",5814,1800,23,22,26.977940084747,37.7788661318815
"6540",5819,1800,23,22,27.033335223764,37.7688377245819
"6541",5822,1793,23,22,27.0508796659244,37.7010333534615
"6542",5815,1791,23,22,26.9689434148113,37.6974213736751
"6543",5805,1782,23,22,26.8383447236301,37.6378841147277
"6544",5800,1783,23,22,26.7852304712619,37.6566292502491
"6545",5793,1787,23,22,26.7165300130979,37.7057946464054
"6546",5783,1785,23,22,26.6013940572175,37.7077696138675
"6547",5780,1786,23,22,26.5703351392801,37.7224771593855
"6548",5784,1793,23,22,26.6299457125834,37.7765090070462
"6549",5793,1798,23,22,26.7407200903422,37.8029683380833
"6550",5800,1800,23,22,26.8227596941357,37.8067744565956
"6551",5283,1704,24,22,20.8829980181733,37.7974739010066
"6552",5293,1695,24,22,20.9818943862893,37.7037880556364
"6553",5286,1697,24,22,20.9065152306181,37.7307914261315
"6554",5279,1688,24,22,20.8154192854007,37.6589985213512
"6555",5268,1695,24,22,20.7023514503875,37.7358304828241
"6556",5260,1703,24,22,20.6240474579652,37.8177426643151
"6557",5259,1707,24,22,20.6184522414458,37.8549118843907
"6558",5264,1716,24,22,20.687187688516,37.9294058307944
"6559",5271,1708,24,22,20.754324679619,37.8487239378971
"6560",5278,1708,24,22,20.8327413886095,37.8397895283665
"6561",5283,1704,24,22,20.8829980181733,37.7974739010066
"6562",5642,1761,25,22,24.9866629625261,37.7578937936059
"6563",5641,1753,25,22,24.9598057121206,37.6885986384523
"6564",5632,1760,25,22,24.8734957977499,37.7666353644521
"6565",5624,1764,25,22,24.7922945992124,37.8161874650135
"6566",5620,1769,25,22,24.7574924022073,37.8675981316331
"6567",5615,1771,25,22,24.7056672920878,37.894070697459
"6568",5613,1778,25,22,24.6969668892374,37.9597541101632
"6569",5618,1782,25,22,24.7605510175131,37.9865993229983
"6570",5620,1782,25,22,24.7828682626643,37.9831096864585
"6571",5627,1775,25,22,24.8472165871485,37.9086728418951
"6572",5636,1776,25,22,24.9494758708288,37.9017210636134
"6573",5636,1771,25,22,24.9396134481394,37.8573132086742
"6574",5640,1765,25,22,24.9723062291438,37.7969583605118
"6575",5642,1761,25,22,24.9866629625261,37.7578937936059
"6576",5514,1755,26,22,23.5487909369754,37.9201939423392
"6577",5511,1752,26,22,23.5099184208492,37.8982408354396
"6578",5507,1751,26,22,23.4634633522834,37.8956975160089
"6579",5504,1752,26,22,23.4317305562449,37.9093826898518
"6580",5502,1754,26,22,23.4129331325818,37.9303921448132
"6581",5504,1755,26,22,23.4370589385931,37.9361377620559
"6582",5505,1760,26,22,23.4571349873034,37.9791367995966
"6583",5507,1761,26,22,23.4812830063164,37.9848700208597
"6584",5509,1761,26,22,23.5036470674718,37.9816809560531
"6585",5511,1760,26,22,23.5242187830067,37.9695710648844
"6586",5514,1755,26,22,23.5487909369754,37.9201939423392
"6587",5251,1764,27,22,20.6089249585404,38.3765417655275
"6588",5253,1752,27,22,20.6144594143831,38.2663561525927
"6589",5260,1750,27,22,20.6905110451676,38.2395839922865
"6590",5269,1740,27,22,20.7775394466493,38.1384305019859
"6591",5269,1734,27,22,20.768943544143,38.0845973277671
"6592",5268,1732,27,22,20.7548435686272,38.0679249899903
"6593",5254,1735,27,22,20.6016873472051,38.1125365757313
"6594",5251,1732,27,22,20.5637256157089,38.089365738965
"6595",5247,1733,27,22,20.5201400385974,38.1033321345178
"6596",5244,1739,27,22,20.4947699193664,38.160923836794
"6597",5244,1741,27,22,20.4975661207923,38.1788771263007
"6598",5241,1745,27,22,20.4693632848357,38.21850579342
"6599",5239,1746,27,22,20.4482208612024,38.2299584853548
"6600",5234,1740,27,22,20.3835560162965,38.1822567985893
"6601",5231,1739,27,22,20.3483865657198,38.1769586494706
"6602",5230,1743,27,22,20.3426370671594,38.214099527004
"6603",5234,1757,27,22,20.4071523989971,38.3348733634487
"6604",5236,1759,27,22,20.4325188823126,38.3503579029024
"6605",5240,1756,27,22,20.4734711775115,38.3184807977806
"6606",5243,1758,27,22,20.5101329793949,38.3327040221324
"6607",5245,1765,27,22,20.5425803032115,38.3930281236474
"6608",5244,1772,27,22,20.5411767028114,38.4570863522082
"6609",5245,1774,27,22,20.5553165476994,38.4737815738153
"6610",5251,1764,27,22,20.6089249585404,38.3765417655275
"6611",5264,1760,28,22,20.7499313180987,38.3242197849003
"6612",5260,1758,28,22,20.7019409445549,38.3113576734405
"6613",5253,1768,28,22,20.6372076204701,38.4099127855289
"6614",5250,1775,28,22,20.6132800492118,38.4764852437878
"6615",5253,1776,28,22,20.6486331229359,38.4816785635042
"6616",5255,1775,28,22,20.6698165450875,38.4701836781688
"6617",5257,1773,28,22,20.6895583159585,38.4497143821673
"6618",5258,1770,28,22,20.6965551352003,38.4215383876469
"6619",5259,1767,28,22,20.7035476674569,38.3933610650778
"6620",5262,1764,28,22,20.7331120814776,38.362643499507
"6621",5264,1760,28,22,20.7499313180987,38.3242197849003
"6622",5728,1830,29,22,26.0868795006437,38.2117782068611
"6623",5721,1822,29,22,25.9916604850466,38.1542536725561
"6624",5710,1829,29,22,25.8836497377563,38.2369166105523
"6625",5708,1832,29,22,25.8676387688353,38.2672229410261
"6626",5714,1837,29,22,25.9453474576647,38.3002003829855
"6627",5716,1843,29,22,25.9805137454339,38.3495190773433
"6628",5712,1849,29,22,25.9485317543806,38.4101511302033
"6629",5701,1857,29,22,25.8422457310612,38.5016059348039
"6630",5699,1864,29,22,25.8346830915854,38.5672956027841
"6631",5713,1870,29,22,26.0047611618525,38.594025437325
"6632",5723,1866,29,22,26.1083892240433,38.5396736780453
"6633",5727,1867,29,22,26.1554356205587,38.5408875559947
"6634",5726,1860,29,22,26.1290584126075,38.4809079079333
"6635",5728,1859,29,22,26.1493133514218,38.4682516088238
"6636",5732,1841,29,22,26.155210797847,38.3014549077317
"6637",5728,1837,29,22,26.1018884088107,38.2736988751546
"6638",5728,1832,29,22,26.0911637949185,38.2294706904362
"6639",5728,1830,29,22,26.0868795006437,38.2117782068611
"6640",5254,1790,30,22,20.6800396987551,38.6059840461162
"6641",5251,1789,30,22,20.6446169865316,38.6008049801637
"6642",5248,1789,30,22,20.6106300329009,38.604582159678
"6643",5245,1788,30,22,20.5752144464287,38.5993771870537
"6644",5243,1785,30,22,20.5482915233472,38.5749678594509
"6645",5242,1794,30,22,20.5497585517147,38.6569522190976
"6646",5244,1805,30,22,20.5881633126283,38.7531076600696
"6647",5247,1812,30,22,20.6322991891446,38.8121073236513
"6648",5251,1816,30,22,20.6835440846826,38.842918344963
"6649",5254,1811,30,22,20.710386599529,38.7942873943411
"6650",5256,1793,30,22,20.7070259281616,38.6303536473278
"6651",5254,1790,30,22,20.6800396987551,38.6059840461162
"6652",5594,1870,31,22,24.6644151575372,38.8098854747591
"6653",5586,1865,31,22,24.5641845410324,38.7793284507458
"6654",5583,1865,31,22,24.5303076716005,38.7844934723186
"6655",5585,1869,31,22,24.5607716010368,38.816572258006
"6656",5585,1870,31,22,24.5627431569132,38.8254520686444
"6657",5575,1875,31,22,24.459523232127,38.8870327607435
"6658",5574,1883,31,22,24.4639139081584,38.9597940311671
"6659",5575,1885,31,22,24.4791729178057,38.9758412223362
"6660",5582,1882,31,22,24.5525081269694,38.9371722982146
"6661",5585,1876,31,22,24.5745880190209,38.878727637779
"6662",5594,1870,31,22,24.6644151575372,38.8098854747591
"6663",5484,1866,32,22,23.4116926642102,38.9571596360233
"6664",5491,1855,32,22,23.4709552611963,38.8480456920134
"6665",5496,1852,32,22,23.5220713859576,38.813336955044
"6666",5506,1849,32,22,23.6296838866929,38.770549522782
"6667",5511,1849,32,22,23.6862173930685,38.7624647140316
"6668",5528,1843,32,22,23.8671037643294,38.6813386106666
"6669",5548,1845,32,22,24.0965821736474,38.6660362474825
"6670",5550,1843,32,22,24.1153388590526,38.6449112173822
"6671",5554,1837,32,22,24.1490116943253,38.5848639070514
"6672",5559,1833,32,22,24.1977055345411,38.540908983485
"6673",5560,1829,32,22,24.2013326056465,38.5036590631975
"6674",5559,1824,32,22,24.1805620345354,38.4608714120604
"6675",5564,1811,32,22,24.2120362011323,38.3368533809218
"6676",5571,1799,32,22,24.2677448999719,38.2183343639689
"6677",5579,1794,32,22,24.3478237446791,38.1603355181838
"6678",5589,1794,32,22,24.459747741289,38.1433127030967
"6679",5597,1796,32,22,24.5531202943084,38.1473771499673
"6680",5600,1794,32,22,24.5828077853173,38.1244365750477
"6681",5601,1782,32,22,24.570774977353,38.0160507475568
"6682",5598,1777,32,22,24.5276477458607,37.9767557011865
"6683",5595,1775,32,22,24.4903237364825,37.9641142510238
"6684",5593,1776,32,22,24.4699161319732,37.9764276360726
"6685",5590,1778,32,22,24.4402481675033,37.9993360895782
"6686",5587,1779,32,22,24.4086527704953,38.0133417683671
"6687",5582,1778,32,22,24.3508945293881,38.0129420106264
"6688",5578,1782,32,22,24.3137948604905,38.055296682928
"6689",5568,1787,32,22,24.2114169306878,38.1166327318912
"6690",5565,1790,32,22,24.1834988115442,38.1483587521483
"6691",5564,1796,32,22,24.1836233953116,38.203418354704
"6692",5559,1799,32,22,24.133241963896,38.2384787192281
"6693",5554,1807,32,22,24.0922169561263,38.3180029793619
"6694",5551,1808,32,22,24.0604181972026,38.33189440636
"6695",5548,1812,32,22,24.0342371148925,38.3724714357949
"6696",5548,1814,32,22,24.037993778698,38.3902680269343
"6697",5534,1812,32,22,23.8768998028947,38.3955785572535
"6698",5523,1810,32,22,23.7495291526715,38.3957433708651
"6699",5513,1813,32,22,23.6425479447212,38.4386627807116
"6700",5508,1825,32,22,23.6081853899782,38.5536053627861
"6701",5502,1827,32,22,23.544185806296,38.5810591360624
"6702",5498,1829,32,22,23.5027044700617,38.605277200431
"6703",5493,1833,32,22,23.4535337231931,38.6488885615514
"6704",5483,1841,32,22,23.3550172114207,38.736034504606
"6705",5473,1846,32,22,23.2508822912212,38.7963421883644
"6706",5462,1849,32,22,23.1316809118833,38.8402659432242
"6707",5452,1851,32,22,23.021904688918,38.8735851888662
"6708",5445,1846,32,22,22.9337681781849,38.8397571525629
"6709",5440,1846,32,22,22.8771029809279,38.8474001533723
"6710",5439,1848,32,22,22.8692584303057,38.8667650589071
"6711",5448,1855,32,22,22.9836051024772,38.9154128250219
"6712",5460,1866,32,22,23.1393260973592,38.9949046627477
"6713",5469,1871,32,22,23.2505106984581,39.0253890715647
"6714",5474,1872,32,22,23.3091039353563,39.0264307940931
"6715",5484,1866,32,22,23.4116926642102,38.9571596360233
"6716",5512,1888,33,22,23.770286411642,39.1079059405388
"6717",5509,1884,33,22,23.7287047788725,39.0772057629619
"6718",5503,1885,33,22,23.6624166135494,39.0958396881173
"6719",5495,1896,33,22,23.5919283340475,39.2066478985354
"6720",5512,1888,33,22,23.770286411642,39.1079059405388
"6721",5521,1895,34,22,23.8857864942801,39.1554213227372
"6722",5517,1893,34,22,23.8365309244023,39.1442040157767
"6723",5519,1902,34,22,23.8763309457365,39.2209584900254
"6724",5526,1908,34,22,23.96744170774,39.2627543867851
"6725",5524,1900,34,22,23.929405284185,39.1949374115235
"6726",5521,1895,34,22,23.8857864942801,39.1554213227372
"6727",5731,1957,35,22,26.3993858069792,39.3280648552964
"6728",5731,1950,35,22,26.3836607292605,39.2662949707835
"6729",5745,1942,35,22,26.5241980602973,39.1684408160872
"6730",5750,1936,35,22,26.5671958350536,39.1057202514326
"6731",5753,1930,35,22,26.5875403915893,39.0469065026947
"6732",5753,1928,35,22,26.5830265350545,39.0292629055496
"6733",5747,1930,35,22,26.5197731083529,39.0586579332601
"6734",5744,1931,35,22,26.4881271627964,39.0733401537832
"6735",5746,1926,35,22,26.4994915769316,39.0253154760903
"6736",5750,1923,35,22,26.537905112932,38.9910261005032
"6737",5744,1919,35,22,26.4612362258986,38.9674373608799
"6738",5737,1918,35,22,26.380018693871,38.9722080144284
"6739",5717,1919,35,22,26.1563990263041,39.0195357396882
"6740",5711,1924,35,22,26.0995582817381,39.0751614361346
"6741",5721,1936,35,22,26.2391653029785,39.1620175144936
"6742",5723,1940,35,22,26.2706919576263,39.1934879371816
"6743",5714,1938,35,22,26.1643299384298,39.1931046377669
"6744",5708,1925,35,22,26.0678201085412,39.0897077131496
"6745",5693,1927,35,22,25.9024227550015,39.1357653055983
"6746",5688,1930,35,22,25.8522949372822,39.1716852276651
"6747",5686,1932,35,22,25.8339612247705,39.193119118736
"6748",5690,1943,35,22,25.9032131365337,39.2828415999659
"6749",5700,1945,35,22,26.0210471296717,39.2816134959036
"6750",5705,1948,35,22,26.0843732935893,39.2986114868484
"6751",5711,1953,35,22,26.1635159428478,39.3313142569681
"6752",5710,1957,35,22,26.1610366881281,39.3685490823705
"6753",5725,1962,35,22,26.3425268184218,39.3838167072253
"6754",5731,1957,35,22,26.3993858069792,39.3280648552964
"6755",5190,1873,36,22,20.0676306763342,39.4291726316838
"6756",5193,1867,36,22,20.093716250113,39.3717608080743
"6757",5182,1869,36,22,19.9703038129137,39.4028040729001
"6758",5173,1874,36,22,19.8738275938254,39.4582704639235
"6759",5165,1887,36,22,19.7995286090982,39.584268364317
"6760",5150,1900,36,22,19.6442479300339,39.7182533387773
"6761",5149,1905,36,22,19.639413196441,39.7642703159041
"6762",5154,1909,36,22,19.7025158848774,39.7944169458133
"6763",5165,1913,36,22,19.8349762077379,39.8175313581175
"6764",5170,1911,36,22,19.889957825125,39.7937312538119
"6765",5173,1909,36,22,19.921823835652,39.7722611835238
"6766",5174,1906,36,22,19.9292187933451,39.7441742569097
"6767",5168,1899,36,22,19.8504227552374,39.6884332513018
"6768",5167,1896,36,22,19.8348017622234,39.66268819715
"6769",5173,1892,36,22,19.8984309949782,39.6197696943771
"6770",5173,1889,36,22,19.8943186479337,39.5928558516199
"6771",5176,1879,36,22,19.9151210628905,39.4996089692494
"6772",5179,1876,36,22,19.9454743491545,39.4691553311336
"6773",5186,1873,36,22,20.0217189737074,39.4339430549188
"6774",5190,1873,36,22,20.0676306763342,39.4291726316838
"6775",5636,2010,37,22,25.4322198760238,39.9754605667352
"6776",5633,2006,37,22,25.3891936014098,39.9455692695703
"6777",5632,1999,37,22,25.3627197774525,39.8854747416608
"6778",5633,1990,37,22,25.3549380755193,39.8040320439071
"6779",5628,1989,37,22,25.2955651220131,39.8042715950884
"6780",5624,1990,37,22,25.2518847308075,39.8203670948542
"6781",5623,1993,37,22,25.2467943069903,39.848725418234
"6782",5622,1997,37,22,25.2438251526341,39.8859322067499
"6783",5620,1997,37,22,25.2208952916013,39.8895461410122
"6784",5619,1992,37,22,25.1988424991488,39.8470976730625
"6785",5618,1989,37,22,25.1810454488783,39.8223450324676
"6786",5613,1988,37,22,25.1216610347983,39.8224781062369
"6787",5607,1990,37,22,25.0571052156479,39.8509257991117
"6788",5606,1996,37,22,25.0582240801426,39.9058391632941
"6789",5604,2003,37,22,25.0499732164553,39.9713889309024
"6790",5604,2006,37,22,25.0562825630406,39.9979491826651
"6791",5618,2009,37,22,25.2234364091921,39.9993502631413
"6792",5624,2005,37,22,25.2837932830865,39.9530985956427
"6793",5628,2009,37,22,25.3382527468304,39.9812189961837
"6794",5630,2013,37,22,25.3697976505008,40.0129561276264
"6795",5636,2016,37,22,25.4451658452237,40.0285173990032
"6796",5636,2010,37,22,25.4322198760238,39.9754605667352
"6797",5647,2063,38,22,25.674677613017,40.4235364488221
"6798",5638,2058,38,22,25.5597148797718,40.3960616012033
"6799",5626,2065,38,22,25.4363951028238,40.480004017562
"6800",5636,2071,38,22,25.5652268838426,40.5146042744064
"6801",5641,2069,38,22,25.6186305840047,40.4876780329033
"6802",5645,2067,38,22,25.6604370074586,40.462583942426
"6803",5647,2063,38,22,25.674677613017,40.4235364488221
"6804",5568,2068,39,22,24.7710044294196,40.6106339207143
"6805",5558,2062,39,22,24.6424660540799,40.5749792602197
"6806",5546,2067,39,22,24.5135607605556,40.6400692640628
"6807",5545,2072,39,22,24.5122745239589,40.6860953163375
"6808",5549,2082,39,22,24.5795292986548,40.7677626654221
"6809",5552,2085,39,22,24.6206917123144,40.7891238067675
"6810",5560,2086,39,22,24.7158728396519,40.7840239243245
"6811",5565,2081,39,22,24.7634993160405,40.730994748828
"6812",5567,2078,39,22,24.7804233870734,40.7009238259362
"6813",5566,2073,39,22,24.7582922128087,40.6584133574252
"6814",5568,2068,39,22,24.7710044294196,40.6106339207143
"6815",5698,2178,40,22,26.53238992456,41.3395797445559
"6816",5683,2163,40,22,26.3214386087977,41.236884561209
"6817",5685,2152,40,22,26.3188710417561,41.1361501144728
"6818",5686,2147,40,22,26.3187763532411,41.0901816144332
"6819",5687,2144,40,22,26.32338178326,41.061823174885
"6820",5690,2141,40,22,26.3512688261845,41.0295784853606
"6821",5690,2137,40,22,26.3418778737165,40.9943550024163
"6822",5689,2132,40,22,26.3185319401589,40.9522624202138
"6823",5684,2123,40,22,26.2394308468934,40.8826573950681
"6824",5680,2115,40,22,26.1744407435361,40.8198685374079
"6825",5676,2106,40,22,26.1072977095944,40.7482117656704
"6826",5673,2104,40,22,26.0679230558752,40.7363138835246
"6827",5670,2102,40,22,26.0285646367741,40.72439939788
"6828",5667,2106,40,22,26.002905899982,40.7653822074141
"6829",5653,2111,40,22,25.8517400489251,40.835985083485
"6830",5622,2110,40,22,25.4890710300338,40.8849096826052
"6831",5607,2113,40,22,25.3210626081106,40.9388887471602
"6832",5601,2111,40,22,25.2467852201043,40.9321213961923
"6833",5587,2115,40,22,25.0923016241433,40.9927397165595
"6834",5580,2110,40,22,24.9998677541921,40.9610546242684
"6835",5564,2095,40,22,24.7814104409649,40.8566786645835
"6836",5555,2094,40,22,24.6744729000555,40.8635915078193
"6837",5543,2099,40,22,24.5450571940302,40.9287217859259
"6838",5536,2099,40,22,24.4633945994232,40.9408008728971
"6839",5529,2094,40,22,24.3713946944994,40.9085088220114
"6840",5519,2078,40,22,24.2221176619352,40.7836961472006
"6841",5508,2069,40,22,24.0758938142963,40.7223912581188
"6842",5496,2069,40,22,23.9362150273578,40.7423814991072
"6843",5481,2066,40,22,23.7556152182682,40.7404574787032
"6844",5481,2058,40,22,23.7399349027787,40.6694260414625
"6845",5484,2054,40,22,23.7669936440279,40.6290015627342
"6846",5494,2046,40,22,23.8674589841626,40.5415442785891
"6847",5492,2038,40,22,23.8285448611255,40.473808248293
"6848",5496,2032,40,22,23.8631514474565,40.4139494599442
"6849",5501,2032,40,22,23.9210734955503,40.4056941218409
"6850",5510,2034,40,22,24.0292658661673,40.4084993180934
"6851",5526,2028,40,22,24.2024641045786,40.3284215798046
"6852",5535,2019,40,22,24.2883896537857,40.2333512707723
"6853",5541,2010,40,22,24.3395052727997,40.1433180115254
"6854",5530,2016,40,22,24.2246521993457,40.2152036243069
"6855",5523,2022,40,22,24.1557899082406,40.2802400504065
"6856",5514,2022,40,22,24.0517635178678,40.2953201617802
"6857",5501,2026,40,22,23.9092768917165,40.3524243585239
"6858",5493,2026,40,22,23.8166691922535,40.3656037137782
"6859",5486,2020,40,22,23.7239788847259,40.3237652608077
"6860",5486,2015,40,22,23.714306723276,40.2793455472182
"6861",5496,2008,40,22,23.8163115959143,40.2008071090132
"6862",5505,2004,40,22,23.9124108414979,40.1504584837514
"6863",5510,2000,40,22,23.9622566903849,40.1066602355729
"6864",5514,1991,40,22,23.9907234019582,40.0200996934836
"6865",5513,1988,40,22,23.9733451756301,39.9951176312758
"6866",5511,1984,40,22,23.9425282879173,39.9629053459642
"6867",5500,1988,40,22,23.8236756963282,40.0165701096193
"6868",5482,2008,40,22,23.6545764883614,40.2236518282112
"6869",5462,2008,40,22,23.4233521600679,40.2558251538886
"6870",5459,2003,40,22,23.3792303108754,40.2161407942446
"6871",5465,1992,40,22,23.4278187907052,40.1087631343238
"6872",5468,1988,40,22,23.4548903641955,40.0684017166051
"6873",5488,1979,40,22,23.6682301555076,39.9561747052424
"6874",5487,1976,40,22,23.6510013666143,39.931128535906
"6875",5485,1974,40,22,23.6241872724605,39.9165865561013
"6876",5464,1978,40,22,23.3899999208395,39.9858372548118
"6877",5456,1988,40,22,23.3164627238768,40.0874807788094
"6878",5453,2002,40,22,23.3079877916603,40.2167598571484
"6879",5433,2008,40,22,23.0877185069572,40.3015096402594
"6880",5415,2015,40,22,22.8919270656513,40.3916100216507
"6881",5409,2025,40,22,22.8404851000236,40.4898153709303
"6882",5412,2029,40,22,22.8826464458166,40.5208346194575
"6883",5414,2037,40,22,22.92056486077,40.5889701714161
"6884",5405,2034,40,22,22.8103615372912,40.5760400438774
"6885",5399,2028,40,22,22.7296877826176,40.5317322272913
"6886",5391,2022,40,22,22.6258892388498,40.4903584904903
"6887",5391,2015,40,22,22.6133744964986,40.4280026418592
"6888",5394,2008,40,22,22.6356950273507,40.3611393703719
"6889",5392,1998,40,22,22.5947071721655,40.2750431949663
"6890",5392,1980,40,22,22.5628618812553,40.114632682604
"6891",5395,1971,40,22,22.5816498591737,40.0299329875319
"6892",5420,1949,40,22,22.830620718303,39.7961461264353
"6893",5430,1932,40,22,22.9150618231714,39.6293911536998
"6894",5436,1925,40,22,22.9712852928334,39.5578059752926
"6895",5448,1919,40,22,23.097834169361,39.4857974193065
"6896",5461,1907,40,22,23.2246291697766,39.3586222019747
"6897",5467,1900,40,22,23.280336602746,39.2868527386843
"6898",5473,1888,40,22,23.3268162927325,39.1705209214851
"6899",5464,1879,40,22,23.2081197855862,39.1045026806124
"6900",5459,1877,40,22,23.1476671161904,39.0944905065183
"6901",5455,1880,40,22,23.1075481985438,39.1274474525071
"6902",5458,1889,40,22,23.1578578512224,39.2029725329868
"6903",5457,1895,40,22,23.1572774248339,39.2579875635061
"6904",5441,1900,40,22,22.9837522979123,39.3273357283601
"6905",5436,1896,40,22,22.9195828633273,39.2993626290133
"6906",5429,1890,40,22,22.8291405059229,39.256557368431
"6907",5435,1881,40,22,22.8816748071118,39.1671660089359
"6908",5440,1875,40,22,22.9280066539502,39.1060215033201
"6909",5444,1867,40,22,22.9593645601511,39.0285578216577
"6910",5453,1869,40,22,23.0651722468748,39.0325106077311
"6911",5442,1857,40,22,22.91904535604,38.9424536013541
"6912",5432,1850,40,22,22.7933565985238,38.8952464398472
"6913",5421,1848,40,22,22.6651097216486,38.8939889376652
"6914",5415,1846,40,22,22.5936082554382,38.8851160381084
"6915",5413,1843,40,22,22.5658007369307,38.8613174656469
"6916",5419,1842,40,22,22.6321311594386,38.8434362387781
"6917",5423,1843,40,22,22.6791972083329,38.8463646373994
"6918",5431,1839,40,22,22.7629649857966,38.7986149059119
"6919",5454,1836,40,22,23.0181089349078,38.7367417385841
"6920",5465,1830,40,22,23.131887032753,38.6662094911949
"6921",5475,1831,40,22,23.2466462883026,38.6595108027205
"6922",5487,1818,40,22,23.3587783242787,38.5247442137853
"6923",5505,1817,40,22,23.5597834881005,38.4871670173429
"6924",5518,1804,40,22,23.6823124842704,38.3504177745768
"6925",5531,1803,40,22,23.8265181917115,38.3203654445832
